-64,64,1
-62,64,1
-62,62,1
-62,64,1
-62,64,1
12,66,2
15,64,2
14,66,2
14,65,2
13,63,2
49,63,3
64,61,3
69,62,3
69,62,3
71,59,3
-83,2,4
-63,0,4
-60,1,4
-60,-3,4
-61,-7,4
-2,6,5
5,2,5
6,3,5
10,1,5
7,3,5
64,0,6
78,8,6
79,9,6
79,11,6
79,11,6
-62,-64,7
-61,-70,7
-62,-70,7
-60,-71,7
-61,-70,7
0,-69,8
0,-68,8
1,-67,8
2,-68,8
0,-68,8
61,-79,9
81,-82,9
83,-82,9
86,-83,9
85,-83,9
